order_city,order_state,order_zipcode,order_region,order_country,market,location_id
La Crosse,Wisconsin,54601,US Center,United States,North America,1937
Dublín,Ohio,43017,East of USA,United States,North America,1938
Redwood City,California,94061,West of USA,United States,North America,1939
Everett,Massachusetts,2149,East of USA,United States,North America,1940
Chattanooga,Tennessee,37421,South of  USA,United States,North America,1941
Jackson,Tennessee,38301,South of  USA,United States,North America,1942
Mesa,Arizona,85204,West of USA,United States,North America,1943
Dover,Nuevo Hampshire,3820,East of USA,United States,North America,1944
Mount Vernon,Nueva York,10550,East of USA,United States,North America,1945
North Las Vegas,Nevada,89031,West of USA,United States,North America,1946
Kenosha,Wisconsin,53142,US Center,United States,North America,1947
Richmond,Indiana,47374,US Center,United States,North America,1948
Cleveland,Ohio,44105,East of USA,United States,North America,1949
Dallas,Texas,75220,US Center,United States,North America,1950
Avondale,Arizona,85323,West of USA,United States,North America,1951
Green Bay,Wisconsin,54302,US Center,United States,North America,1952
Naperville,Illinois,60540,US Center,United States,North America,1953
Glenview,Illinois,60025,US Center,United States,North America,1954
Watertown,Nueva York,13601,East of USA,United States,North America,1955
Trenton,Michigan,48183,US Center,United States,North America,1956
Lakewood,Ohio,44107,East of USA,United States,North America,1957
Bakersfield,California,93309,West of USA,United States,North America,1958
Plano,Texas,75023,US Center,United States,North America,1959
Rio Rancho,Nuevo México,87124,West of USA,United States,North America,1960
Vallejo,California,94591,West of USA,United States,North America,1961
Bossier City,Luisiana,71111,South of  USA,United States,North America,1962
Smyrna,Georgia,30080,South of  USA,United States,North America,1963
Markham,Ontario,,Canada,Canada,North America,1964
Bloomington,Illinois,61701,US Center,United States,North America,1965
Hackensack,Nueva Jersey,7601,East of USA,United States,North America,1966
Burlington,Carolina del Norte,27217,South of  USA,United States,North America,1967
Toledo,Ohio,43615,East of USA,United States,North America,1968
Santa Barbara,California,93101,West of USA,United States,North America,1969
Texas City,Texas,77590,US Center,United States,North America,1970
Middletown,Connecticut,6457,East of USA,United States,North America,1971
Evanston,Illinois,60201,US Center,United States,North America,1972
Eugene,Oregón,97405,West of USA,United States,North America,1973
Pensacola,Florida,32503,South of  USA,United States,North America,1974
Edmonds,Washington,98026,West of USA,United States,North America,1975
Plainfield,Nueva Jersey,7060,East of USA,United States,North America,1976
Boynton Beach,Florida,33437,South of  USA,United States,North America,1977
La Porte,Indiana,46350,US Center,United States,North America,1978
Irving,Texas,75061,US Center,United States,North America,1979
Athens,Georgia,30605,South of  USA,United States,North America,1980
Detroit,Michigan,48205,US Center,United States,North America,1981
Safi,Dukala-Abda,,North Africa,Morocco,Africa,1982
Béchar,Béchar,,North Africa,Algeria,Africa,1983
Yaounde,Centro,,Central Africa,Cameroon,Africa,1984
Aba,Abia,,West Africa,Nigeria,Africa,1985
Ebolowa,Sud,,Central Africa,Cameroon,Africa,1986
Abeokuta,Ogun,,West Africa,Nigeria,Africa,1987
Beni Suef,Bani Suwayf,,North Africa,Egypt,Africa,1988
Mubi,Adamawa,,West Africa,Nigeria,Africa,1989
Kisangani,Provincia Oriental,,Central Africa,Democratic Republic of the Congo,Africa,1990
Kankan,Kankan,,West Africa,Guinea,Africa,1991
Krugersdorp,Gauteng,,Southern Africa,South Africa,Africa,1992
Loubomo,Niari,,Central Africa,Republic of the Congo,Africa,1993
Spijkenisse,Holanda Meridional,,Western Europe,Netherlands,Europe,1994
Bedford,Inglaterra,,Northern Europe,United Kingdom,Europe,1995
Murcia,Murcia,,Southern Europe,Spain,Europe,1996
Dinslaken,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,1997
Les Mureaux,Isla de Francia,,Western Europe,France,Europe,1998
Cluj-Napoca,Cluj,,Eastern Europe,Romania,Europe,1999
Bialystok,Podlaquia,,Eastern Europe,Poland,Europe,2000
Roeselare,Flanders Occidental,,Western Europe,Belgium,Europe,2001
Faches-Thumesnil,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2002
Barnsley,Inglaterra,,Northern Europe,United Kingdom,Europe,2003
Dudley,Inglaterra,,Northern Europe,United Kingdom,Europe,2004
Pomezia,Lacio,,Southern Europe,Italy,Europe,2005
Grasse,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,2006
Villefontaine,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,2007
Tarnow,Polonia Menor,,Eastern Europe,Poland,Europe,2008
Rovigo,Véneto,,Southern Europe,Italy,Europe,2009
Tuzla,Federación de Bosnia y Herzegovina,,Southern Europe,Bosnia and Herzegovina,Europe,2010
Zaporiyia,Zaporiyia,,Eastern Europe,Ukraine,Europe,2011
Burgas,Burgas,,Eastern Europe,Bulgaria,Europe,2012
Moers,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2013
Klagenfurt,Carintia,,Western Europe,Austria,Europe,2014
Grenoble,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,2015
Coslada,Madrid,,Southern Europe,Spain,Europe,2016
Witten,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2017
Fuengirola,Andalucía,,Southern Europe,Spain,Europe,2018
Montigny-le-Bretonneux,Isla de Francia,,Western Europe,France,Europe,2019
Fleury-les-Aubrais,Centro-Valle de Loira,,Western Europe,France,Europe,2020
Chesterfield,Inglaterra,,Northern Europe,United Kingdom,Europe,2021
Elda,Valenciana,,Southern Europe,Spain,Europe,2022
Pierrefitte-sur-Seine,Isla de Francia,,Western Europe,France,Europe,2023
Narbonne,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,2024
Bruges,Flanders Occidental,,Western Europe,Belgium,Europe,2025
Frontignan,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,2026
Schiltigheim,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,2027
Hagen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2028
Trieste,Friuli-Venecia Julia,,Southern Europe,Italy,Europe,2029
Amiens,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2030
Caucaia,Ceará,,South America,Brazil,Latin America,2031
Corrientes,Corrientes,,South America,Argentina,Latin America,2032
Novo Cruzeiro,Minas Gerais,,South America,Brazil,Latin America,2033
Monclova,Coahuila,,Central America,Mexico,Latin America,2034
Boa Vista,Roraima,,South America,Brazil,Latin America,2035
Natal,Río Grande del Norte,,South America,Brazil,Latin America,2036
Petrópolis,Río de Janeiro,,South America,Brazil,Latin America,2037
Cárdenas,Matanzas,,Caribbean,Cuba,Latin America,2038
Barbacena,Minas Gerais,,South America,Brazil,Latin America,2039
Cuajimalpa,Distrito Federal,,Central America,Mexico,Latin America,2040
Jaboticabal,São Paulo,,South America,Brazil,Latin America,2041
Mogi das Cruzes,São Paulo,,South America,Brazil,Latin America,2042
José Bonifácio,São Paulo,,South America,Brazil,Latin America,2043
Bolívar,Bolívar,,South America,Venezuela,Latin America,2044
Cuautitlán,México,,Central America,Mexico,Latin America,2045
Abreu e Lima,Pernambuco,,South America,Brazil,Latin America,2046
Ibagué,Tolima,,South America,Colombia,Latin America,2047
Ijuí,Rio Grande do Sul,,South America,Brazil,Latin America,2048
Bhopal,Madhya Pradesh,,South Asia,India,Pacific Asia,2049
Bhiwandi,Maharashtra,,South Asia,India,Pacific Asia,2050
Yokkaichi,Oita,,Eastern Asia,Japan,Pacific Asia,2051
Khorramshahr,Juzestán,,South Asia,Iran,Pacific Asia,2052
Ambattur,Tamil Nadu,,South Asia,India,Pacific Asia,2053
Amol,Mazandarán,,South Asia,Iran,Pacific Asia,2054
Felahiye,Kayseri,,West Asia,Turkey,Pacific Asia,2055
Menemen,Izmir,,West Asia,Turkey,Pacific Asia,2056
Licheng,Guangdong,,Eastern Asia,China,Pacific Asia,2057
Geraldton,Australia Occidental,,Oceania,Australia,Pacific Asia,2058
Bandirma,Balikesir,,West Asia,Turkey,Pacific Asia,2059
Yanji,Jilin,,Eastern Asia,China,Pacific Asia,2060
Mascate,Mascate,,West Asia,Oman,Pacific Asia,2061
Mary,Mary,,Central Asia,Turkmenistan,Pacific Asia,2062
Osmaniye,Osmaniye,,West Asia,Turkey,Pacific Asia,2063
Masjed Soleyman,Juzestán,,South Asia,Iran,Pacific Asia,2064
Guntur,Andhra Pradesh,,South Asia,India,Pacific Asia,2065
Karbala,Karbala,,West Asia,Iraq,Pacific Asia,2066
Arak,Markazí,,South Asia,Iran,Pacific Asia,2067
Changsha,Hunan,,Eastern Asia,China,Pacific Asia,2068
Yicheng,Hubei,,Eastern Asia,China,Pacific Asia,2069
Matsudo,Chiba,,Eastern Asia,Japan,Pacific Asia,2070
Etimesgut,Ankara,,West Asia,Turkey,Pacific Asia,2071
Huizhou,Guangdong,,Eastern Asia,China,Pacific Asia,2072
Shimonoseki,Yamaguchi,,Eastern Asia,Japan,Pacific Asia,2073
Shijiazhuang,Hebei,,Eastern Asia,China,Pacific Asia,2074
Coimbatore,Tamil Nadu,,South Asia,India,Pacific Asia,2075
Dearborn,Michigan,48126,US Center,United States,North America,2076
York,Pensilvania,17403,East of USA,United States,North America,2077
Pomona,California,91767,West of USA,United States,North America,2078
Caldwell,Idaho,83605,West of USA,United States,North America,2079
Gastonia,Carolina del Norte,28052,South of  USA,United States,North America,2080
Saginaw,Michigan,48601,US Center,United States,North America,2081
Dover,Delaware,19901,East of USA,United States,North America,2082
Vancouver,Columbia británica,,Canada,Canada,North America,2083
Lorain,Ohio,44052,East of USA,United States,North America,2084
Lubbock,Texas,79424,US Center,United States,North America,2085
Saint-Laurent,Quebec,,Canada,Canada,North America,2086
Yonkers,Nueva York,10701,East of USA,United States,North America,2087
Montgomery,Alabama,36116,South of  USA,United States,North America,2088
Roseville,Minnesota,55113,US Center,United States,North America,2089
Suffolk,Virginia,23434,South of  USA,United States,North America,2090
Des Moines,Washington,98198,West of USA,United States,North America,2091
Utica,Nueva York,13501,East of USA,United States,North America,2092
Apple Valley,California,92307,West of USA,United States,North America,2093
Washington,Distrito de Columbia,20016,East of USA,United States,North America,2094
Bridgeton,Nueva Jersey,8302,East of USA,United States,North America,2095
Tigard,Oregón,97224,West of USA,United States,North America,2096
Franklin,Massachusetts,2038,East of USA,United States,North America,2097
Rockford,Illinois,61107,US Center,United States,North America,2098
Malden,Massachusetts,2148,East of USA,United States,North America,2099
Fairfield,Ohio,45014,East of USA,United States,North America,2100
Bloemfontein,Estado Libre,,Southern Africa,South Africa,Africa,2101
Batna,Batna,,North Africa,Algeria,Africa,2102
Sokoto,Sokoto,,West Africa,Nigeria,Africa,2103
Westonaria,Gauteng,,Southern Africa,South Africa,Africa,2104
Túnez,Túnez,,North Africa,Tunisia,Africa,2105
Maradi,Maradi,,West Africa,Niger,Africa,2106
Benguela,Benguela,,Central Africa,Angola,Africa,2107
Bideford,Inglaterra,,Northern Europe,United Kingdom,Europe,2108
Friedberg,Hesse,,Western Europe,Germany,Europe,2109
Schiffweiler,Sarre,,Western Europe,Germany,Europe,2110
Resita,Caras-Severin,,Eastern Europe,Romania,Europe,2111
Rosny-sous-Bois,Isla de Francia,,Western Europe,France,Europe,2112
Lisieux,Normandía,,Western Europe,France,Europe,2113
Arad,Arad,,Eastern Europe,Romania,Europe,2114
Montereau-Fault-Yonne,Isla de Francia,,Western Europe,France,Europe,2115
Uman,Cherkasy,,Eastern Europe,Ukraine,Europe,2116
Passau,Bavaria,,Western Europe,Germany,Europe,2117
Busto Arsizio,Lombardía,,Southern Europe,Italy,Europe,2118
Luts'k,Volinia,,Eastern Europe,Ukraine,Europe,2119
Denain,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2120
Bourges,Centro-Valle de Loira,,Western Europe,France,Europe,2121
Meaux,Isla de Francia,,Western Europe,France,Europe,2122
Slough,Inglaterra,,Northern Europe,United Kingdom,Europe,2123
Reading,Inglaterra,,Northern Europe,United Kingdom,Europe,2124
El Ejido,Andalucía,,Southern Europe,Spain,Europe,2125
Cottbus,Brandenburgo,,Western Europe,Germany,Europe,2126
Lakewood,California,90712,West of USA,United States,North America,2127
Sunnyvale,California,94086,West of USA,United States,North America,2128
Carrollton,Texas,75007,US Center,United States,North America,2129
Pine Bluff,Arkansas,71603,South of  USA,United States,North America,2130
Laredo,Texas,78041,US Center,United States,North America,2131
Mishawaka,Indiana,46544,US Center,United States,North America,2132
Ngaoundere,Adamaoua,,Central Africa,Cameroon,Africa,2133
Makeni,Septentrional,,West Africa,Sierra Leone,Africa,2134
Mbeya,Mbeya,,East Africa,Tanzania,Africa,2135
Ilorin,Kwara,,West Africa,Nigeria,Africa,2136
Jos,Plateau,,West Africa,Nigeria,Africa,2137
Natitingou,Atakora,,West Africa,Benin,Africa,2138
East London,Cabo Oriental,,Southern Africa,South Africa,Africa,2139
Yibuti,Yibuti,,East Africa,Djibouti,Africa,2140
Bertoua,Est,,Central Africa,Cameroon,Africa,2141
Bilbeis,Ash Sharqiyah,,North Africa,Egypt,Africa,2142
Grodno,Grodno,,Eastern Europe,Belarus,Europe,2143
Wels,Alta Austria,,Western Europe,Austria,Europe,2144
Villeneuve-sur-Lot,Aquitania-Lemosín-Poitou-Charentes,,Western Europe,France,Europe,2145
Taverny,Isla de Francia,,Western Europe,France,Europe,2146
Usol'ye-Sibirskoye,Irkutsk,,Eastern Europe,Russia,Europe,2147
Kopeysk,Cheliábinsk,,Eastern Europe,Russia,Europe,2148
Santiago de Compostela,Galicia,,Southern Europe,Spain,Europe,2149
Guyancourt,Isla de Francia,,Western Europe,France,Europe,2150
Norwich,Inglaterra,,Northern Europe,United Kingdom,Europe,2151
Bolzano,Trentino-Alto Adigio,,Southern Europe,Italy,Europe,2152
Baia Mare,Maramures,,Eastern Europe,Romania,Europe,2153
Le Cannet,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,2154
Ludwigshafen am Rhein,Renania-Palatinado,,Western Europe,Germany,Europe,2155
Drogobych,Lviv,,Eastern Europe,Ukraine,Europe,2156
Chisináu,Chisináu,,Eastern Europe,Moldova,Europe,2157
Gardanne,Provenza-Alpes-Costa Azul,,Western Europe,France,Europe,2158
Beaune,Borgoña-Franco Condado,,Western Europe,France,Europe,2159
Guayana,Bolívar,,South America,Venezuela,Latin America,2160
Ocaña,Norte de Santander,,South America,Colombia,Latin America,2161
Sahuayo de José María Morelos,Michoacán,,Central America,Mexico,Latin America,2162
Duque de Caxias,Río de Janeiro,,South America,Brazil,Latin America,2163
Chetumal,Quintana Roo,,Central America,Mexico,Latin America,2164
Montes Claros,Minas Gerais,,South America,Brazil,Latin America,2165
Goiânia,Goiás,,South America,Brazil,Latin America,2166
Fresnillo de González Echeverría,Zacatecas,,Central America,Mexico,Latin America,2167
Carora,Lara,,South America,Venezuela,Latin America,2168
Diadema,São Paulo,,South America,Brazil,Latin America,2169
Esenyurt,Estambul,,West Asia,Turkey,Pacific Asia,2170
Khomeynishahr,Isfahán,,South Asia,Iran,Pacific Asia,2171
Banda Aceh,Aceh,,Southeast Asia,Indonesia,Pacific Asia,2172
Sabzevar,Jorasán Razaví,,South Asia,Iran,Pacific Asia,2173
Shuangyashan,Heilongjiang,,Eastern Asia,China,Pacific Asia,2174
Ueda,Nagano,,Eastern Asia,Japan,Pacific Asia,2175
Hastings,Hawke's Bay,,Oceania,New Zealand,Pacific Asia,2176
Hendersonville,Tennessee,37075,South of  USA,United States,North America,2177
Scottsdale,Arizona,85254,West of USA,United States,North America,2178
Hickory,Carolina del Norte,28601,South of  USA,United States,North America,2179
Meridian,Idaho,83642,West of USA,United States,North America,2180
Waterloo,Ontario,,Canada,Canada,North America,2181
Knoxville,Tennessee,37918,South of  USA,United States,North America,2182
Bafoussam,Ouest,,Central Africa,Cameroon,Africa,2183
Kigoma,Kigoma,,East Africa,Tanzania,Africa,2184
Bujumbura,Buyumbura Mairie,,East Africa,Burundi,Africa,2185
Beauvais,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2186
Ceuta,Ceuta,,Southern Europe,Spain,Europe,2187
Quartu Sant'Elena,Cerdeña,,Southern Europe,Italy,Europe,2188
Castellammare di Stabia,Campania,,Southern Europe,Italy,Europe,2189
Nizhyn,Chernihiv,,Eastern Europe,Ukraine,Europe,2190
Rybnik,Silesia,,Eastern Europe,Poland,Europe,2191
Worthing,Inglaterra,,Northern Europe,United Kingdom,Europe,2192
York,Inglaterra,,Northern Europe,United Kingdom,Europe,2193
Santander,Cantabria,,Southern Europe,Spain,Europe,2194
Oxford,Inglaterra,,Northern Europe,United Kingdom,Europe,2195
Fiumicino,Lacio,,Southern Europe,Italy,Europe,2196
Sant Boi de Llobregat,Cataluña,,Southern Europe,Spain,Europe,2197
Podgorica,Podgorica,,Southern Europe,Montenegro,Europe,2198
Sarajevo,Federación de Bosnia y Herzegovina,,Southern Europe,Bosnia and Herzegovina,Europe,2199
Garza García,Nuevo León,,Central America,Mexico,Latin America,2200
Orange,Nueva Gales del Sur,,Oceania,Australia,Pacific Asia,2201
Sterling Heights,Michigan,48310,US Center,United States,North America,2202
Hialeah,Florida,33012,South of  USA,United States,North America,2203
Chandler,Arizona,85224,West of USA,United States,North America,2204
Chalinze,Pwani,,East Africa,Tanzania,Africa,2205
Libreville,Estuaire,,Central Africa,Gabon,Africa,2206
Vignola,Emilia-Romaña,,Southern Europe,Italy,Europe,2207
Fontenay-le-Comte,Países del Loira,,Western Europe,France,Europe,2208
Delft,Holanda Meridional,,Western Europe,Netherlands,Europe,2209
Abbeville,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2210
Chester,Inglaterra,,Northern Europe,United Kingdom,Europe,2211
Saint-Pierre-des-Corps,Centro-Valle de Loira,,Western Europe,France,Europe,2212
Washington,Inglaterra,,Northern Europe,United Kingdom,Europe,2213
Bath,Inglaterra,,Northern Europe,United Kingdom,Europe,2214
Vlore,Vlorë,,Southern Europe,Albania,Europe,2215
Cremona,Lombardía,,Southern Europe,Italy,Europe,2216
Colomiers,Languedoc-Rosellón-Mediodía-Pirineos,,Western Europe,France,Europe,2217
Lorena,São Paulo,,South America,Brazil,Latin America,2218
Paranaguá,Paraná,,South America,Brazil,Latin America,2219
Mosquera,Cundinamarca,,South America,Colombia,Latin America,2220
Guanambi,Bahía,,South America,Brazil,Latin America,2221
Andijon,Andiján,,Central Asia,Uzbekistan,Pacific Asia,2222
Papakura,Auckland,,Oceania,New Zealand,Pacific Asia,2223
Ningbo,Zhejiang,,Eastern Asia,China,Pacific Asia,2224
Orange,Nueva Jersey,7050,East of USA,United States,North America,2225
Bedford,Texas,76021,US Center,United States,North America,2226
Bristol,Connecticut,6010,East of USA,United States,North America,2227
Brampton,Ontario,,Canada,Canada,North America,2228
Severodvinsk,Arjánguelsk,,Eastern Europe,Russia,Europe,2229
San Bernardo,Santiago de Chile,,South America,Chile,Latin America,2230
Islamabad,Territorio de la Capital Federal,,South Asia,Pakistan,Pacific Asia,2231
Wuchang,Heilongjiang,,Eastern Asia,China,Pacific Asia,2232
Johnson City,Tennessee,37604,South of  USA,United States,North America,2233
Saint-Dizier,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,2234
Lake Charles,Luisiana,70601,South of  USA,United States,North America,2235
Al Manaqil,Gezira,,North Africa,Sudan,Africa,2236
Sidi Qacem,Garb-Chrarda-Beni Hsen,,North Africa,Morocco,Africa,2237
Saint-Nazaire,Países del Loira,,Western Europe,France,Europe,2238
Gulu,Gulu,,East Africa,Uganda,Africa,2239
Boscoreale,Campania,,Southern Europe,Italy,Europe,2240
Cagua,Aragua,,South America,Venezuela,Latin America,2241
Cuenca,Azuay,,South America,Ecuador,Latin America,2242
Nanning,Guangxi,,Eastern Asia,China,Pacific Asia,2243
Mission Viejo,California,92691,West of USA,United States,North America,2244
Barry,Gales,,Northern Europe,United Kingdom,Europe,2245
Yulin,Shaanxi,,Eastern Asia,China,Pacific Asia,2246
Kafr ad Dawwar,Al Buhayrah,,North Africa,Egypt,Africa,2247
Morley,Inglaterra,,Northern Europe,United Kingdom,Europe,2248
Rio Grande,Rio Grande do Sul,,South America,Brazil,Latin America,2249
Peshawar,Jaiber Pajtunjuá,,South Asia,Pakistan,Pacific Asia,2250
Girón,Santander,,South America,Colombia,Latin America,2251
Coventry,Inglaterra,,Northern Europe,United Kingdom,Europe,2252
Kigali,Kigali,,East Africa,Rwanda,Africa,2253
Juba,Ecuatoria Central,,East Africa,South Sudan,Africa,2254
Koblenz,Renania-Palatinado,,Western Europe,Germany,Europe,2255
Unna,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2256
Luxemburgo,Luxemburgo,,Western Europe,Luxembourg,Europe,2257
Newcastle upon Tyne,Inglaterra,,Northern Europe,United Kingdom,Europe,2258
Maisons-Laffitte,Isla de Francia,,Western Europe,France,Europe,2259
Toul,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,2260
Pinheiro,Marañón,,South America,Brazil,Latin America,2261
Sucre,Chuquisaca,,South America,Bolivia,Latin America,2262
San Lorenzo,Central,,South America,Paraguay,Latin America,2263
Petare,Miranda,,South America,Venezuela,Latin America,2264
Zhongxiang,Hubei,,Eastern Asia,China,Pacific Asia,2265
Indore,Madhya Pradesh,,South Asia,India,Pacific Asia,2266
Salem,Tamil Nadu,,South Asia,India,Pacific Asia,2267
Shah Alam,Selangor,,Southeast Asia,Malaysia,Pacific Asia,2268
Zunyi,Guizhou,,Eastern Asia,China,Pacific Asia,2269
Gaithersburg,Maryland,20877,East of USA,United States,North America,2270
Carlsbad,Nuevo México,88220,West of USA,United States,North America,2271
Vineland,Nueva Jersey,8360,East of USA,United States,North America,2272
George,Cabo Occidental,,Southern Africa,South Africa,Africa,2273
Liverpool,Inglaterra,,Northern Europe,United Kingdom,Europe,2274
Pingdingshan,Henan,,Eastern Asia,China,Pacific Asia,2275
Patiala,Punyab,,South Asia,India,Pacific Asia,2276
Kumba,Ouest del Sur,,Central Africa,Cameroon,Africa,2277
Beni Mellal,Tadla-Azilal,,North Africa,Morocco,Africa,2278
Iasi,Iasi,,Eastern Europe,Romania,Europe,2279
Hinckley,Inglaterra,,Northern Europe,United Kingdom,Europe,2280
Arras,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2281
Kettering,Inglaterra,,Northern Europe,United Kingdom,Europe,2282
Bar-le-Duc,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,2283
Latina,Lacio,,Southern Europe,Italy,Europe,2284
Imola,Emilia-Romaña,,Southern Europe,Italy,Europe,2285
El Prat de Llobregat,Cataluña,,Southern Europe,Spain,Europe,2286
Venlo,Limburgo,,Western Europe,Netherlands,Europe,2287
Saint-Cyr-sur-Loire,Centro-Valle de Loira,,Western Europe,France,Europe,2288
Yambol,Yambol,,Eastern Europe,Bulgaria,Europe,2289
Echirolles,Auvernia-Ródano-Alpes,,Western Europe,France,Europe,2290
Saumur,Países del Loira,,Western Europe,France,Europe,2291
Villingen-Schwenningen,Baden-Wurtemberg,,Western Europe,Germany,Europe,2292
Bristol,Inglaterra,,Northern Europe,United Kingdom,Europe,2293
Grevenbroich,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2294
Carquefou,Países del Loira,,Western Europe,France,Europe,2295
Worcester,Inglaterra,,Northern Europe,United Kingdom,Europe,2296
Osasco,São Paulo,,South America,Brazil,Latin America,2297
Salamanca,Guanajuato,,Central America,Mexico,Latin America,2298
Behshahr,Mazandarán,,South Asia,Iran,Pacific Asia,2299
Puducherry,Puducherry,,South Asia,India,Pacific Asia,2300
Cuttack,Odisha,,South Asia,India,Pacific Asia,2301
Mcallen,Texas,78501,US Center,United States,North America,2302
Angers,Países del Loira,,Western Europe,France,Europe,2303
Hradec Králové,Hradec Králové,,Eastern Europe,Czech Republic,Europe,2304
Presidencia Roque Sáenz Peña,Chaco,,South America,Argentina,Latin America,2305
Greensboro,Carolina del Norte,27405,South of  USA,United States,North America,2306
Oceanside,California,92054,West of USA,United States,North America,2307
Beira,Sofala,,East Africa,Mozambique,Africa,2308
Sikasso,Sikasso,,West Africa,Mali,Africa,2309
Arusha,Arusha,,East Africa,Tanzania,Africa,2310
Sokode,Central,,West Africa,Togo,Africa,2311
Chingola,Copperbelt,,East Africa,Zambia,Africa,2312
Owo,Ondo,,West Africa,Nigeria,Africa,2313
Menia,Menia,,North Africa,Egypt,Africa,2314
Giyani,Limpopo,,Southern Africa,South Africa,Africa,2315
Windhoek,Khomas,,Southern Africa,Namibia,Africa,2316
Nouakchott,Nouakchott,,West Africa,Mauritania,Africa,2317
Benin City,Edo,,West Africa,Nigeria,Africa,2318
Pemba,Cabo Delgado,,East Africa,Mozambique,Africa,2319
Ilesha,Osun,,West Africa,Nigeria,Africa,2320
Mpumalanga,KwaZulu-Natal,,Southern Africa,South Africa,Africa,2321
Messaad,Djelfa,,North Africa,Algeria,Africa,2322
Marsabit,Oriental,,East Africa,Kenya,Africa,2323
Kandi,Alibori,,West Africa,Benin,Africa,2324
Bo,Meridional,,West Africa,Sierra Leone,Africa,2325
Torcy,Isla de Francia,,Western Europe,France,Europe,2326
Flensburg,Schleswig-Holstein,,Western Europe,Germany,Europe,2327
Basel,Basilea-Ciudad,,Western Europe,Switzerland,Europe,2328
La Spezia,Liguria,,Southern Europe,Italy,Europe,2329
Roermond,Limburgo,,Western Europe,Netherlands,Europe,2330
Krasnyy Luch,Lugansk,,Eastern Europe,Ukraine,Europe,2331
Pforzheim,Baden-Wurtemberg,,Western Europe,Germany,Europe,2332
Potenza,Basilicata,,Southern Europe,Italy,Europe,2333
Alkmaar,Holanda Septentrional,,Western Europe,Netherlands,Europe,2334
Torquay,Inglaterra,,Northern Europe,United Kingdom,Europe,2335
Nitra,Nitra,,Eastern Europe,Slovakia,Europe,2336
Laval,Países del Loira,,Western Europe,France,Europe,2337
Nikopol,Dnipropetrovsk,,Eastern Europe,Ukraine,Europe,2338
Trento,Trentino-Alto Adigio,,Southern Europe,Italy,Europe,2339
Hilversum,Holanda Septentrional,,Western Europe,Netherlands,Europe,2340
Neuilly-Plaisance,Isla de Francia,,Western Europe,France,Europe,2341
Sonderborg,Dinamarca Meridional,,Northern Europe,Denmark,Europe,2342
Landskrona,Escania,,Northern Europe,Sweden,Europe,2343
Evreux,Normandía,,Western Europe,France,Europe,2344
Illkirch-Graffenstaden,Alsacia-Champaña-Ardenas-Lorena,,Western Europe,France,Europe,2345
Foligno,Umbría,,Southern Europe,Italy,Europe,2346
Ercolano,Campania,,Southern Europe,Italy,Europe,2347
Leverkusen,Renania del Norte-Westfalia,,Western Europe,Germany,Europe,2348
Deventer,Overijssel,,Western Europe,Netherlands,Europe,2349
Zhlobin,Gómel,,Eastern Europe,Belarus,Europe,2350
Parla,Madrid,,Southern Europe,Spain,Europe,2351
Lecce,Apulia,,Southern Europe,Italy,Europe,2352
Alfortville,Isla de Francia,,Western Europe,France,Europe,2353
Ternópil,Ternópil,,Eastern Europe,Ukraine,Europe,2354
Toledo,Castilla-La Mancha,,Southern Europe,Spain,Europe,2355
Nogent-sur-Oise,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2356
Douai,Norte-Paso de Calais-Picardía,,Western Europe,France,Europe,2357
Saint-Herblain,Países del Loira,,Western Europe,France,Europe,2358
Mitry-Mory,Isla de Francia,,Western Europe,France,Europe,2359
Korce,Korçë,,Southern Europe,Albania,Europe,2360
Huyton,Inglaterra,,Northern Europe,United Kingdom,Europe,2361
Lausanne,Vaud,,Western Europe,Switzerland,Europe,2362
Montesson,Isla de Francia,,Western Europe,France,Europe,2363
Buzau,Buzau,,Eastern Europe,Romania,Europe,2364
Salamanca,Castilla y León,,Southern Europe,Spain,Europe,2365
Eragny,Isla de Francia,,Western Europe,France,Europe,2366
Les Ulis,Isla de Francia,,Western Europe,France,Europe,2367
Hove,Inglaterra,,Northern Europe,United Kingdom,Europe,2368
Namur,Namur,,Western Europe,Belgium,Europe,2369
